Frame	Subject	Relation	Object
0	spoon	in	saltshaker
1	spoon	in	saltshaker
2	spoon	in	saltshaker
3	spoon	in	saltshaker
4	spoon	in	saltshaker
5	spoon	in	saltshaker
6	spoon	in	saltshaker
7	spoon	in	saltshaker
8	spoon	in	saltshaker
9	spoon	in	saltshaker
10	spoon	in	saltshaker
11	spoon	in	saltshaker
12	spoon	in	saltshaker
13	spoon	in	saltshaker
14	spoon	in	saltshaker
15	spoon	in	saltshaker
16	spoon	in	saltshaker
17	spoon	in	saltshaker
18	spoon	in	saltshaker
19	spoon	in	saltshaker
20	spoon	in	saltshaker
21	spoon	in	saltshaker
22	spoon	in	saltshaker
23	spoon	in	saltshaker
24	spoon	in	saltshaker
25	spoon	in	saltshaker
26	spoon	in	saltshaker
27	spoon	in	saltshaker
28	spoon	in	saltshaker
29	spoon	in	saltshaker
30	spoon	in	saltshaker
31	spoon	in	saltshaker
32	spoon	in	saltshaker
33	spoon	in	saltshaker
34	spoon	in	saltshaker
35	spoon	in	saltshaker
36	spoon	in	saltshaker
37	spoon	in	saltshaker
38	spoon	in	saltshaker
39	spoon	in	saltshaker
40	spoon	in	saltshaker
41	spoon	in	saltshaker
42	spoon	in	saltshaker
43	spoon	in	saltshaker
44	spoon	in	saltshaker
45	spoon	in	saltshaker
46	spoon	in	saltshaker
47	spoon	in	saltshaker
48	spoon	in	saltshaker
49	spoon	in	saltshaker
50	spoon	in	saltshaker
51	spoon	in	saltshaker
52	spoon	in	saltshaker
53	spoon	in	saltshaker
54	spoon	in	saltshaker
55	spoon	in	saltshaker
56	spoon	in	saltshaker
57	spoon	in	saltshaker
58	spoon	in	saltshaker
59	spoon	in	saltshaker
60	spoon	in	saltshaker
61	spoon	in	saltshaker
62	spoon	in	saltshaker
63	spoon	in	saltshaker
64	spoon	in	saltshaker
65	spoon	in	saltshaker
66	spoon	in	saltshaker
67	spoon	in	saltshaker
68	spoon	in	saltshaker
69	spoon	in	saltshaker
70	spoon	in	saltshaker
71	spoon	in	saltshaker
72	spoon	in	saltshaker
73	spoon	in	saltshaker
74	spoon	in	saltshaker
75	spoon	in	saltshaker
76	spoon	in	saltshaker
77	spoon	in	saltshaker
78	spoon	in	saltshaker
79	spoon	in	saltshaker
80	spoon	in	saltshaker
81	spoon	in	saltshaker
82	spoon	in	saltshaker
83	spoon	in	saltshaker
84	spoon	in	saltshaker
85	spoon	in	saltshaker
86	spoon	in	saltshaker
87	spoon	in	saltshaker
88	spoon	in	saltshaker
89	spoon	in	saltshaker
90	spoon	in	saltshaker
91	spoon	in	saltshaker
92	spoon	in	saltshaker
93	spoon	in	saltshaker
94	spoon	in	saltshaker
95	spoon	in	saltshaker
96	spoon	in	saltshaker
97	spoon	in	saltshaker
98	spoon	in	saltshaker
99	spoon	in	saltshaker
100	spoon	in	saltshaker
101	spoon	in	saltshaker
102	spoon	in	saltshaker
103	spoon	in	saltshaker
104	spoon	in	saltshaker
105	spoon	in	saltshaker
106	spoon	in	saltshaker
107	spoon	in	saltshaker
108	spoon	in	saltshaker
109	spoon	in	saltshaker
110	spoon	in	saltshaker
111	spoon	in	saltshaker
112	spoon	in	saltshaker
113	spoon	in	saltshaker
114	spoon	in	saltshaker
115	spoon	in	saltshaker
116	spoon	in	saltshaker
117	spoon	in	saltshaker
118	spoon	in	saltshaker
119	spoon	in	saltshaker
120	spoon	in	saltshaker
121	spoon	in	saltshaker
122	spoon	in	saltshaker
123	spoon	in	saltshaker
124	spoon	in	saltshaker
125	spoon	in	saltshaker
126	spoon	in	saltshaker
127	spoon	in	saltshaker
128	spoon	in	saltshaker
129	spoon	in	saltshaker
130	spoon	in	saltshaker
131	spoon	in	saltshaker
132	spoon	in	saltshaker
133	spoon	in	saltshaker
134	spoon	in	saltshaker
135	spoon	in	saltshaker
136	spoon	in	saltshaker
137	spoon	in	saltshaker
138	spoon	in	saltshaker
139	spoon	in	saltshaker
140	spoon	in	saltshaker
141	spoon	in	saltshaker
142	spoon	in	saltshaker
143	spoon	in	saltshaker
143	person	hold	bowl
144	spoon	in	saltshaker
144	person	hold	bowl
145	spoon	in	saltshaker
145	person	hold	bowl
146	spoon	in	saltshaker
146	person	hold	bowl
146	person	move	bowl
147	spoon	in	saltshaker
147	person	hold	bowl
147	person	move	bowl
148	spoon	in	saltshaker
148	person	hold	bowl
148	person	move	bowl
149	spoon	in	saltshaker
149	person	hold	bowl
149	person	move	bowl
150	spoon	in	saltshaker
150	person	hold	bowl
150	person	move	bowl
151	spoon	in	saltshaker
151	person	hold	bowl
151	person	move	bowl
152	spoon	in	saltshaker
152	person	hold	bowl
152	person	move	bowl
153	spoon	in	saltshaker
153	person	hold	bowl
153	person	move	bowl
154	spoon	in	saltshaker
154	person	hold	bowl
154	person	move	bowl
155	spoon	in	saltshaker
155	person	hold	bowl
155	person	move	bowl
156	spoon	in	saltshaker
156	person	hold	bowl
156	person	move	bowl
157	spoon	in	saltshaker
157	person	hold	bowl
157	person	move	bowl
158	spoon	in	saltshaker
158	person	hold	bowl
158	person	move	bowl
159	spoon	in	saltshaker
159	person	hold	bowl
159	person	move	bowl
160	spoon	in	saltshaker
160	person	hold	bowl
160	person	move	bowl
161	spoon	in	saltshaker
161	person	hold	bowl
161	person	move	bowl
162	spoon	in	saltshaker
162	person	hold	bowl
162	person	move	bowl
163	spoon	in	saltshaker
163	person	hold	bowl
163	person	move	bowl
164	spoon	in	saltshaker
164	person	hold	bowl
164	person	move	bowl
165	spoon	in	saltshaker
166	spoon	in	saltshaker
167	spoon	in	saltshaker
168	spoon	in	saltshaker
168	person	hold	egg
169	spoon	in	saltshaker
169	person	hold	egg
170	spoon	in	saltshaker
170	person	hold	egg
171	spoon	in	saltshaker
171	person	hold	egg
172	spoon	in	saltshaker
172	person	hold	egg
173	spoon	in	saltshaker
173	person	hold	egg
174	spoon	in	saltshaker
174	person	hold	egg
175	spoon	in	saltshaker
175	person	hold	egg
176	spoon	in	saltshaker
176	person	hold	egg
177	spoon	in	saltshaker
177	person	hold	egg
178	spoon	in	saltshaker
178	person	hold	egg
178	person	move	egg
179	spoon	in	saltshaker
179	person	hold	egg
179	person	move	egg
180	spoon	in	saltshaker
180	person	hold	egg
180	person	move	egg
181	spoon	in	saltshaker
181	person	hold	egg
181	person	move	egg
182	spoon	in	saltshaker
182	person	hold	egg
182	person	move	egg
183	spoon	in	saltshaker
183	person	hold	egg
183	person	move	egg
184	spoon	in	saltshaker
184	person	hold	egg
184	person	move	egg
185	spoon	in	saltshaker
185	person	hold	egg
185	person	move	egg
186	spoon	in	saltshaker
186	person	hold	egg
186	person	move	egg
187	spoon	in	saltshaker
187	person	hold	egg
187	person	move	egg
188	spoon	in	saltshaker
188	person	hold	egg
188	person	move	egg
189	spoon	in	saltshaker
189	person	hold	egg
189	person	move	egg
190	spoon	in	saltshaker
190	person	hold	egg
190	person	move	egg
191	spoon	in	saltshaker
191	person	hold	egg
191	person	move	egg
192	spoon	in	saltshaker
192	person	hold	egg
192	person	move	egg
193	spoon	in	saltshaker
193	person	hold	egg
193	person	move	egg
194	spoon	in	saltshaker
194	person	hold	egg
194	person	move	egg
195	spoon	in	saltshaker
195	person	hold	egg
195	person	move	egg
196	spoon	in	saltshaker
196	person	hold	egg
196	person	move	egg
197	spoon	in	saltshaker
197	person	hold	egg
197	person	move	egg
198	spoon	in	saltshaker
198	person	hold	egg
198	person	move	egg
199	spoon	in	saltshaker
199	person	hold	egg
199	person	move	egg
200	spoon	in	saltshaker
200	person	hold	egg
200	person	move	egg
201	spoon	in	saltshaker
201	person	hold	egg
201	person	move	egg
202	spoon	in	saltshaker
202	person	hold	egg
202	person	move	egg
203	spoon	in	saltshaker
203	person	hold	egg
203	person	move	egg
204	spoon	in	saltshaker
204	person	hold	egg
204	person	move	egg
205	spoon	in	saltshaker
205	person	hold	egg
205	person	move	egg
206	spoon	in	saltshaker
206	person	hold	egg
206	person	move	egg
207	spoon	in	saltshaker
207	person	hold	egg
207	person	move	egg
208	spoon	in	saltshaker
208	person	hold	egg
208	person	move	egg
209	spoon	in	saltshaker
209	person	hold	egg
209	person	move	egg
210	spoon	in	saltshaker
210	person	hold	egg
210	person	move	egg
211	spoon	in	saltshaker
211	person	hold	egg
211	person	move	egg
212	spoon	in	saltshaker
212	person	hold	egg
212	person	move	egg
213	spoon	in	saltshaker
213	person	hold	egg
213	person	move	egg
214	spoon	in	saltshaker
214	person	hold	egg
214	person	move	egg
215	spoon	in	saltshaker
